あたふた,aaua
あたま,aaa
あたまから,aaaaa
あたらしい,aaaii
あたり,aai
あたりまえ,aaiae
あたりまえだ,aaiaea
あたりまえの,aaiaeo
あたりまえやろ,aaiaeao
あたる,aau
あだ,aa
あだ名,aaa
あちこち,aioi
あちら,aia
あちらこちら,aiaoia
あっ,a
あっか,aa
あっけない,aeai
あっけなく,aeau
あっけねぇ,aeee
あっけらかん,aeaan
あっさり,aai
あった,aa
あったかい,aaai
あったかく,aaau
あったら,aaa
あったり,aai
あっち,ai
あっちこっち,aioi
あっちゃ,aia
あって,ae
あっという間,aoiua
あっぱれ,aae
あっぷあっぷ,auau
あつい,aui
あつかましい,auaaii
あつかわ,auaa
あつく,auu
あつめ,aue
あつめたら,aueaa
あて,ae
あてた,aea
あてて,aee
あてはめて,aeaee
あでやかな,aeaaa
あと,ao
あどけない,aoeai
あどけなく,aoeau
あな,aa
あなた,aaa
あの,ao
あのこ,aoo
あの世,aoo
あの手この手,aoeooe
あはは,aaa
あばか,aaa
あばく,aau
あばた,aaa
あばよ,aao
あひる,aiu
あびせりゃ,aieia
あびた,aia
あびて,aie
あびる,aiu
あふれ,aue
あふれた,auea
あふれて,auee
あふれでる,aueeu
あふれる,aueu
あふれ出,auee
あぶら汗,auaae
あぶり,aui
あべこべな,aeoea
あほ,ao
あま,aa
あまい,aai
あまえて,aaee
あまた,aaa
あまねく,aaeu
あまのじゃく,aaoiau
あまり,aai
あまりに,aaii
あまる,aau
あみ,ai
あみだ,aia
あみん,ain
あみ出し,aiai
あもう,aou
あや,aa
あやかって,aaae
あやしい,aaii
あやしま,aaia
あやっと,aao
あやつる,aauu
あやふや,aaua
あやふやな,aauaa
あやふやに,aauai
あやまち,aaai
あやまって,aaae
あやまら,aaaa
あやまり,aaai
あやめ,aae
あら,aa
あらがい,aaai
あらす,aau
あらたに,aaai
あらためて,aaaee
あらゆる,aauu
あらわ,aaa
あらわに,aaai
あらわれた,aaaea
あら探し,aaaai
あり,ai
ありあまった,aiaaa
ありか,aia
ありがた,aiaa
ありがたかった,aiaaaa
ありがたくて,aiaaue
ありがとう,aiaou
ありきたりじゃ,aiiaiia
ありきたりな,aiiaia
ありったけ,aiae
ありつけ,aiue
ありのまま,aioaa
ありのままで,aioaae
ありのままである,aioaaeau
ありのままに,aioaai
ありのままの,aioaao
ありゃ,aia
ありんこ,aino
あり余った,aiaaa
ある,au
あるいは,auia
あるく,auu
あるこ,auo
あるこう,auou
あるべき,auei
あれ,ae
あれこれ,aeoe
あれた,aea
あれっ,ae
あれば,aea
あれよ,aeo
あろ,ao
あろう,aou
あわ,aa
あわかった,aaaa
あわせ,aae
あわせて,aaee
あわせよう,aaeou
あわただしく,aaaaiu
あわて,aae
あわてて,aaee
あわよくば,aaoua
あわれ,aae
あわれな,aaea
あん,an
あんじゃ,ania
あんた,ana
あんだ,ana
あんだろう,anaou
あんちゃん,anian
あんな,ana
あんなに,anai
あんなふうに,anauui
あんま,ana
あんまり,anai
あ行,aiou
ぃ,i
ぃな,ia
ぃの,io
ぃみん,iin
ぃも,io
い,i
いい,ii
いいかげん,iiaen
いいがかり,iiaai
いいなり,iiai
いいね,iie
いいわけ,iiae
いいん,iin
いい加減,iiaen
いい加減な,iiaena
いい加減に,iiaeni
いい気に,iiii
いい聞かせて,iiiaee
いう,iu
いうっと,iuo
いえ,ie
いえて,iee
いえば,iea
いえる,ieu
いか,ia
いかが,iaa
いかした,iaia
いかせて,iaee
いかって,iae
いかに,iai
いかにも,iaio
いかり,iai
いかれた,iaea
いかれて,iaee
いかん,ian
いかんな,iana
いが,ia
いがみ合い,iaiai
いがみ合って,iaiae
いがもう,iaou
いき,ii
いきいき,iiii
いきなり,iiai
いきゃ,iia
いきり立た,iiiaa
いきり立つ,iiiau
いきれ,iie
いく,iu
いくじなし,iuiai
いくた,iua
いくて,iue
いくら,iua
いけ,ie
いけた,iea
いけたら,ieaa
いけて,iee
いけない,ieai
いけなかった,ieaaa
いけなくて,ieaue
いけねえ,ieee
いけば,iea
いけよ,ieo
いける,ieu
いければ,ieea
いこ,io
いこい,ioi
いこう,iou
いこうぜいこうぜ,ioueioue
いご,io
いささか,iaaa
いざ,ia
いしょ,iio
いしん,iin
いじ,ii
いじけて,iiee
いじって,iie
いじっぱり,iiai
いじめ,iie
いじめっこ,iieo
いじめて,iiee
いじめる,iieu
いじら,iia
いじらしい,iiaii
いじり,iii
いす,iu
いずこ,iuo
いずれ,iue
いそがしい,ioaii
いた,ia
いたい,iai
いたいけな,iaiea
いたかった,iaaa
いたく,iau
いたくて,iaue
いたさ,iaa
いたし,iai
いたずら,iaua
いたずらで,iauae
いたずらな,iauaa
いたずらに,iauai
いたたまれない,iaaaeai
いただき,iaai
いただく,iaau
いただけ,iaae
いたって,iae
いたら,iaa
いたり,iai
いたる,iau
いたるところ,iauooo
いたわって,iaae
いたわり,iaai
いたわる,iaau
いたん,ian
いたんだ,iana
いだけ,iae
いち,ii
いちいち,iiii
いちご,iio
いちど,iio
いちばん,iian
いちゃ,iia
いち早く,iiaau
いっ,i
いっか,ia
いっき,ii
いっきに,iii
いっさい,iai
いっさいがっさい,iaiaai
いっしょに,iioi
いっす,iu
いっせい,iei
いっせいの,ieio
いっそ,io
いっそう,iou
いっそのこと,ioooo
いっその事,ioooo
いった,ia
いったい,iai
いったい全体,iaienai
いったら,iaa
いったり,iai
いったん,ian
いっち,ii
いっちゃ,iia
いっつも,iuo
いって,ie
いっと,io
いっぱい,iai
いっぱいだった,iaiaa
いっぱいで,iaie
いっぱいな,iaia
いっぱいに,iaii
いっぱいの,iaio
いっぺん,ien
いっぺんに,ieni
いつ,iu
いつか,iua
いつくしむ,iuuiu
いつごろ,iuoo
いつしか,iuia
いつでも,iueo
いつなんどき,iuanoi
いつのまに,iuoai
いつのまにか,iuoaia
いつの間に,iuoai
いつの間にか,iuoaia
いつまで,iuae
いつまでも,iuaeo
いつも,iuo
いつわら,iuaa
いつわり,iuai
いて,ie
いてん,ien
いで,ie
いでよ,ieo
いと,io
いとこ,ioo
いとし,ioi
いとしい,ioii
いとしくて,ioiue
いとったら,ioaa
いとも,ioo
いど,io
いどう,iou
いな,ia
いなせ,iae
いね,ie
いの,io
いのち,ioi
いのって,ioe
いのり,ioi
いの一番,ioiian
いばら,iaa
いばる,iau
いびき,iii
いびつで,iiue
いびつな,iiua
いびつに,iiui
いほ,io
いま,ia
いまさら,iaaa
いまだ,iaa
いまだに,iaai
いまに,iai
いもの,ioo
いもん,ion
いや,ia
いやいや,iaia
いやさ,iaa
いやし,iai
いやして,iaie
いやす,iau
いやだ,iaa
いやな,iaa
いやはや,iaaa
いやみ,iai
いやらしい,iaaii
いよ,io
いよいよ,ioio
いよう,iou
いら,ia
いらいら,iaia
いらだったり,iaaai
いらだって,iaae
いらっしゃい,iaiai
いりゃ,iia
いる,iu
いれ,ie
いれた,iea
いれたら,ieaa
いれて,iee
いれば,iea
いれよう,ieou
いれる,ieu
いれれば,ieea
いろ,io
いろいろ,ioio
いろいろな,ioioa
いろは,ioa
いろんな,iona
いわ,ia
いわく,iau
いわば,iaa
いわゆる,iauu
いわんや,iana
いん,in
いんちき,inii
い付き,iui
い止め,ioe
う,u
ういた,uia
うえ,ue
うか,ua
うかうか,uaua
うかがい,uaai
うかがう,uaau
うかれ,uae
うかれて,uaee
うかんだ,uana
うがつ,uau
うきうき,uiui
うけ,ue
うけいれる,ueieu
うけた,uea
うけて,uee
うけとめたり,ueoeai
うけとめて,ueoee
うけとめる,ueoeu
うけ止めて,ueoee
うけ流さ,ueaaa
うごめく,uoeu
うさぎ,uai
うさんくさい,uanuai
うさんくせぇ,uanuee
うさん臭い,uanuai
うざい,uai
うざきゃ,uaia
うしみつ時,uiiuoi
うしろ,uio
うす,uu
うすい,uui
うすうす,uuuu
うすでに,uuei
うすれて,uuee
うす汚れて,uuooee
うず,uu
うずき,uui
うずく,uuu
うずくまった,uuuaa
うずくまって,uuuae
うずくまり,uuuai
うずくまる,uuuau
うずけば,uuea
うずめ,uue
うずめた,uuea
うずめて,uuee
うずめる,uueu
うずもれ,uuoe
うせ,ue
うぜぇ,uee
うそ,uo
うた,ua
うたい,uai
うたう,uau
うたえ,uae
うたお,uao
うたおう,uaou
うたかた,uaaa
うたた寝,uaae
うたった,uaa
うたって,uae
うだって,uae
うだつ,uau
うだる,uau
うだろう,uaou
うち,ui
うちあける,uiaeu
うっかり,uai
うっすら,uua
うっちゃ,uia
うって,ue
うっとうしい,uouii
うっとおしい,uooii
うつ,uu
うつさ,uua
うつして,uuie
うつす,uuu
うつつ,uuu
うつむいた,uuuia
うつむいて,uuuie
うつむか,uuua
うつむき,uuui
うつむく,uuuu
うつろい,uuoi
うつろな,uuoa
うつろに,uuoi
うて,ue
うてん,uen
うで,ue
うとい,uoi
うとく,uou
うど,uo
うどん,uon
うない,uai
うなぎ,uai
うなじ,uai
うなずいて,uauie
うなずき,uaui
うなずく,uauu
うなだれた,uaaea
うなだれて,uaaee
うなら,uaa
うなり,uai
うなる,uau
うなれば,uaea
うねった,uea
うねら,uea
うねり,uei
うねる,ueu
うは,ua
うばわ,uaa
うま,ua
うまい,uai
うまく,uau
うめ,ue
うめぇ,uee
うめて,uee
うめる,ueu
うもれ,uoe
うもれた,uoea
うやむやな,uauaa
うよ,uo
うら,ua
うらおもて,uaooe
うらぎり,uaii
うらない,uaai
うらなう,uaau
うらみ,uai
うらむ,uau
うらやましい,uaaaii
うらやむ,uaau
うらら,uaa
うりゃ,uia
うる,uu
うるおして,uuoie
うるさい,uuai
うるさく,uuau
うるさくて,uuaue
うるせぇ,uuee
うるせえ,uuee
うるんだ,uuna
うるんで,uune
うれし,uei
うれしい,ueii
うれしかった,ueiaa
うれしく,ueiu
うれしくて,ueiue
うれし涙,ueiaia
うれる,ueu
うろたえる,uoaeu
うわさ,uaa
うわのそら,uaooa
うわべ,uae
うん,un
うんざり,unai
うんだ,una
うんと,uno
ぇ,e
ぇだ,ea
ぇっ,e
ぇて,ee
ぇよ,eo
ぇんだて,enae
え,e
えぃ,ei
えい,ei
えいい,eii
えいえい,eiei
えぇ,ee
ええ,ee
えがいて,eaie
えくぼ,euo
えぐり,eui
えぐり出す,euiau
えぐる,euu
えさ,ea
えじゃ,eia
えず,eu
えた,ea
えたら,eaa
えっ,e
えったら,eaa
えって,ee
えて,ee
えば,ea
えびす,eiu
えみ,ei
えよう,eou
えら,ea
えらい,eai
えらく,eau
えり,ei
えりゃ,eia
える,eu
えん,en
ぉ,o
ぉい,oi
ぉとして,ooie
お,o
おい,oi
おいおい,oioi
おいしい,oiii
おいた,oia
おいて,oie
おう,ou
おうちゃく,ouiau
おぉ,oo
おお,oo
おおいに,ooii
おおい隠す,ooiauu
おおき,ooi
おおげさな,ooeaa
おおらかな,ooaaa
おおわ,ooa
おか,oa
おかげ,oae
おかしい,oaii
おかしく,oaiu
おかしくて,oaiue
おかしな,oaia
おかず,oau
おかまいなし,oaaiai
おから,oaa
おかわり,oaai
おき,oi
おきざり,oiai
おきて,oie
おきまり,oiai
おく,ou
おくびょうだ,ouioua
おくり物,ouioo
おくる,ouu
おくれ,oue
おくれよ,oueo
おけ,oe
おけば,oea
おこう,oou
おこし,ooi
おこす,oou
おこった,ooa
おこる,oou
おごり,ooi
おごる,oou
おさえた,oaea
おさえて,oaee
おさえる,oaeu
おさげ,oae
おさなご,oaao
おさまり,oaai
おさまる,oaau
おさめ,oae
おさらば,oaaa
おざなり,oaai
おざなりな,oaaia
おし,oi
おしい,oii
おしえて,oiee
おしく,oiu
おしくて,oiue
おしたら,oiaa
おしまい,oiai
おしゃべりな,oiaeia
おしゃれな,oiaea
おしゃれに,oiaei
おじ,oi
おじい,oii
おじさん,oian
おす,ou
おそう,oou
おそった,ooa
おそらく,ooau
おそれ,ooe
おそわった,ooaa
おたがいに,oaaii
おだてて,oaee
おだてりゃ,oaeia
おだやかな,oaaaa
おちこぼれ,oiooe
おちたり,oiai
おちつき,oiui
おちて,oie
おちる,oiu
おっきな,oia
おっさん,oan
おっしゃって,oiae
おった,oa
おったら,oaa
おっちゃん,oian
おっちょこちょい,oiooioi
おっちょこちょいで,oiooioie
おって,oe
おっと,oo
おっぱい,oai
おて,oe
おてん,oen
おでかけ,oeae
おでこ,oeo
おとぎ話,ooiaai
おとこ,ooo
おととい,oooi
おとな,ooa
おとなしい,ooaii
おとなしく,ooaiu
おどかした,ooaia
おどけた,ooea
おどけて,ooee
おどす,oou
おどった,ooa
おどら,ooa
おどり,ooi
おどる,oou
おどろう,ooou
おどろく,ooou
おなか,oaa
おなじ,oai
おなじな,oaia
おなじみ,oaii
おの,oo
おのおの,oooo
おのずと,oouo
おののく,ooou
おはよう,oaou
おばさん,oaan
おばちゃん,oaian
おびえ,oie
おびえて,oiee
おふくろ,ouuo
おべっか,oea
おぼえた,ooea
おぼえて,ooee
おぼえる,ooeu
おぼれて,ooee
おぼろげ,oooe
おぼろげな,oooea
おぼろ月夜,ooouio
おぼろ雲,ooouo
おまえ,oae
おまけに,oaei
おまじない,oaiai
おむかえ,ouae
おめぇ,oee
おめかし,oeai
おめでたい,oeeai
おめでとう,oeeou
おも,oo
おもいきり,ooiii
おもいっきり,ooiii
おもいで,ooie
おもう,oou
おもかげ,ooae
おもしれえ,ooiee
おもしろい,ooioi
おもしろく,ooiou
おもちゃ,ooia
おもむいて,oouie
おもむろに,oouoi
おもろい,oooi
おもろかった,oooaa
おもんじて,oonie
おや,oa
おやじ,oai
おやつ,oau
およぐ,oou
およそ,ooo
おら,oa
おり,oi
おりおり,oioi
おりた,oia
おりて,oie
おりなす,oiau
おりまぜて,oiaee
おりゃ,oia
おりや,oia
おり合い,oiai
おる,ou
おれ,oe
おれたら,oeaa
おれる,oeu
おろか,ooa
おろし,ooi
おろした,ooia
おろして,ooie
おわり,oai
おん,on
おんくん,onun
おんち,oni
おんなじ,onai
おんぶ,onu
お世辞,oei
お互い,oaai
お互いさま,oaaiaa
お互いさまだ,oaaiaaa
お互いに,oaaii
お互い様,oaaiaa
お互い様です,oaaiaaeu
お互い様ならば,oaaiaaaaa
お伽話,ooiaai
お供,ooo
お先真っ暗,oaiaua
お出かけ,oeae
お出まし,oeai
お前,oae
お化け屋敷,oe
お呼び,ooi
お国,oui
お好み,oooi
お姫様,oieaa
お婆,oaa
お嬢さん,oiouan
お宅,oau
お家,oie
お山の大将,oaaoaiiou
お座なり,oaai
お忍び,oioi
お手,oe
お手のもの,oeooo
お手の物,oeooo
お手上げ,oeae
お構い,oaai
お構いなしで,oaaiaie
お構いなしに,oaaiaii
お決まり,oiai
お疲れさま,oeaa
お疲れさまです,oeaaeu
お礼,oei
お祭り,oaui
お祭り騒ぎ,oauiaai
お節介,oeai
お腹,oaa
お膝元,oiaoo
お蔭,oae
お蔵入り,ouaii
お袋,ouuo
お転婆な,oenaa
お迎え,ouae
お返し,oaei
お邪魔,oiaa
お釣り,oui
お門違い,oaoiai
お開き,oiai
お陰,oae
お預け,oaue
か,a
かぁ,a
かあちゃん,aaian
かい,ai
かいがら,aiaa
かいこ,aio
かいそう,aiou
かいた,aia
かいて,aie
かい力,aiii
かい心,aiin
かい音,aion
かえ,ae
かえし,aei
かえした,aeia
かえす,aeu
かえた,aea
かえって,aee
かえて,aee
かえり,aei
かえりみ,aeii
かえる,aeu
かおる,aou
かか,aa
かかえ,aae
かかえて,aaee
かかえる,aaeu
かかげ,aae
かかげた,aaea
かかげる,aaeu
かかし,aai
かかった,aaa
かかっちゃ,aaia
かかって,aae
かかと,aao
かから,aaa
かかり,aai
かかる,aau
かかれ,aae
かかれば,aaea
かかろう,aaou
かかわら,aaaa
かかんな,aana
かがやく,aaau
かがり火,aaii
かがんで,aane
かき,ai
かきけした,aieia
かきけそう,aieou
かきならす,aiaau
かきむしり,aiuii
かきむしる,aiuiu
かきわけ,aiae
かきわけて,aiaee
かき乱さ,aiiaa
かき分け,aiae
かき分けた,aiaea
かき分けて,aiaee
かき分ける,aiaeu
かき回さ,aiaaa
かき回し,aiaai
かき回す,aiaau
かき消さ,aiea
かき消し,aiei
かき消して,aieie
かき消す,aieu
かき混ぜて,aiaee
かき立て,aiae
かき立てる,aiaeu
かき集め,aiaue
かき集めて,aiauee
かき集める,aiaueu
かき鳴らす,aiaau
かき鳴らせ,aiaae
かき鳴らそう,aiaaou
かぎり,aii
かく,au
かくした,auia
かくして,auie
かくせ,aue
かくも,auo
かくれて,auee
かくれる,aueu
かくれんぼ,aueno
かくん,aun
かぐ,au
かけ,ae
かけがえのない,aeaeoai
かけがえの無い,aeaeoai
かけずりまわる,aeuiaau
かけた,aea
かけたら,aeaa
かけたり,aeai
かけちがって,aeiae
かけちゃ,aeia
かけつけ,aeue
かけて,aee
かけぬけて,aeuee
かけぬける,aeueu
かけはし,aeai
かけめぐる,aeeuu
かけよう,aeou
かけよって,aeoe
かけら,aea
かけりゃ,aeia
かける,aeu
かけろ,aeo
かけ抜けて,aeuee
かけ足,aeai
かけ離れた,aeaaea
かけ離れて,aeaaee
かげ,ae
かげつ,aeu
かげり,aei
かげる,aeu
かげろう,aeou
かこま,aoa
かご,ao
かごめかごめ,aoeaoe
かさ,aa
かさね,aae
かさねた,aaea
かさねたら,aaeaa
かさねて,aaee
かさねる,aaeu
かさむ,aau
かさん,aan
かざし,aai
かざした,aaia
かざして,aaie
かざす,aau
かざせ,aae
かざせば,aaea
かざそう,aaou
かざる,aau
かしげて,aiee
かしげる,aieu
かしこまる,aioau
かして,aie
かしら,aia
かじ,ai
かじかんだ,aiana
かじかんで,aiane
かじったり,aiai
かじり,aii
かじる,aiu
かす,au
かすか,aua
かすかじゃ,auaia
かすかで,auae
かすかな,auaa
かすかに,auai
かすがい,auai
かすむ,auu
かすめ,aue
かすめた,auea
かすめて,auee
かすめる,aueu
かする,auu
かすれ,aue
かすれた,auea
かすれて,auee
かすれる,aueu
かすんで,aune
かず,au
かせ,ae
かせぐ,aeu
かぜ,ae
かそう,aou
かぞえ,aoe
かぞえよう,aoeou
かた,aa
かたい,aai
かたくな,aaua
かたくなに,aauai
かたじけない,aaieai
かたち,aai
かたった,aaa
かたどった,aaoa
かたどる,aaou
かたに,aai
かたまり,aaai
かたむけ,aaue
かたむけて,aauee
かたや,aaa
かたわら,aaaa
かち,ai
かっ,a
かっこ,ao
かっこいい,aoii
かっこよかった,aooaa
かっこよく,aoou
かっこ悪い,aoaui
かっこ悪くて,aoauue
かっこ良かった,aooaa
かっこ良く,aoou
かった,aa
かったら,aaa
かったり,aai
かったりぃ,aai
かっちゃ,aia
かって,ae
かっぽ,ao
かつ,au
かつて,aue
かて,ae
かと,ao
かど,ao
かどで,aoe
かな,aa
かない,aai
かなう,aau
かなえ,aae
かなえて,aaee
かなえば,aaea
かなえよう,aaeou
かなえる,aaeu
かなぐり捨て,aauiue
かなぐり捨てた,aauiuea
かなしい,aaii
かなしばり,aaiai
かなしみ,aaii
かなた,aaa
かなって,aae
かなづち,aaui
かなめ,aae
かならず,aaau
かなり,aai
かなわ,aaa
かなわない,aaaai
かなん,aan
かに,ai
かね,ae
かねぇかねぇ,aeeaee
かねがね,aeae
かねた,aea
かの,ao
かのこ,aoo
かばい,aai
かばう,aau
かばった,aaa
かばん,aan
かぶ,au
かぶさる,auau
かぶった,aua
かぶって,aue
かぶら,aua
かぶり,aui
かぶる,auu
かま,aa
かまい,aai
かます,aau
かまっちゃ,aaia
かまって,aae
かまわ,aaa
かみ,ai
かみしめ,aiie
かみしめて,aiiee
かみしめる,aiieu
かみつく,aiuu
かみ合い,aiai
かみ締め,aiie
かみ締める,aiieu
かむ,au
かめ,ae
かめば,aea
かも,ao
かもう,aou
かもし,aoi
かもした,aoia
かや,aa
かよわい,aoai
から,aa
からい,aai
からから,aaaa
からかわ,aaaa
からくり,aaui
からし,aai
からした,aaia
からして,aaie
からす,aau
からそう,aaou
からだ,aaa
からっぽな,aaoa
からっぽの,aaoo
からに,aai
からま,aaa
からまっちゃ,aaaia
からまれ,aaae
からまわり,aaaai
からみ,aai
からむ,aau
からめて,aaee
からめる,aaeu
からもう,aaou
かられ,aae
からんだ,aana
から人,aaio
から風,aaae
かり,ai
かりそめ,aioe
かる,au
かるく,auu
かれ,ae
かれい,aei
かれこれ,aeoe
かれた,aea
かれて,aee
かれば,aea
かれる,aeu
かろうじて,aouie
かろやかに,aoaai
かわ,aa
かわい,aai
かわいい,aaii
かわいく,aaiu
かわいた,aaia
かわか,aaa
かわし,aai
かわした,aaia
かわして,aaie
かわす,aau
かわった,aaa
かわっちゃ,aaia
かわって,aae
かわら,aaa
かわり,aai
かわる,aau
かわれる,aaeu
かん,an
かんかん,anan
かんぐり,anui
かんじたら,aniaa
かんだ,ana
かんで,ane
かんでん,anen
かんぱい,anai
かんもん,anon
かん高く,anaau
か弱,aoa
か弱い,aoai
か弱き,aoai
か細い,aooi
か細く,aoou
か細くて,aooue
が,a
がい,ai
がえ,ae
がかった,aaa
がかり,aai
がかれる,aaeu
がき,ai
がくしゃ,auia
がた,aa
がたい,aai
がたく,aau
がたくて,aaue
がち,ai
がちだ,aia
がちだった,aiaa
がちな,aia
がちに,aii
がちの,aio
がちゃ,aia
がっかり,aai
がった,aa
がったり,aai
がっちゃ,aia
がっちり,aii
がっつり,aui
がって,ae
がっぷり,aui
がっぽり,aoi
がてえ,aee
がてら,aea
がな,aa
がまん強く,aanuou
がむしゃら,auiaa
がむしゃらだった,auiaaaa
がむしゃらで,auiaae
がむしゃらな,auiaaa
がむしゃらに,auiaai
がめ,ae
がめん,aen
がゆ,au
がら,aa
がらくた,aaua
がらみ,aai
がり,ai
がる,au
がれ,ae
がれき,aei
がれた,aea
がれば,aea
がれる,aeu
がん,an
がんがん,anan
がんじがらめ,aniaae
がんな,ana
がんばった,anaa
がんばって,anae
がんばら,anaa
がんばり,anai
がんばる,anau
がんばれ,anae
がんばれた,anaea
がんばれば,anaea
がんばれよ,anaeo
がんばれる,anaeu
がんばろう,anaou
き,i
きいた,iia
きいて,iie
きいや,iia
きえた,iea
きえる,ieu
きか,ia
きがえ,iae
きき,ii
きく,iu
きけ,ie
きこえて,ioee
きこえる,ioeu
きざみ,iai
きしむ,iiu
きしんだ,iina
きしんで,iine
きじ,ii
きそう,iou
きそきそ,ioio
きた,ia
きたい,iai
きたら,iaa
きち,ii
きちゃ,iia
きっかけ,iae
きっかり,iai
きった,ia
きっちり,iii
きっついきっつい,iuiiui
きって,ie
きっと,io
きつ,iu
きつい,iui
きつく,iuu
きつけ,iue
きつけりゃ,iueia
きつね,iue
きづいた,iuia
きて,ie
きどった,ioa
きどったら,ioaa
きどって,ioe
きどり,ioi
きどる,iou
きぬけ,iue
きのう,iou
きばって,iae
きばり,iai
きびし,iii
きびしきびし,iiiiii
きぶん,iun
きぼう,iou
きまぐれな,iauea
きまぐれに,iauei
きまって,iae
きみ,ii
きめ,ie
きめた,iea
きめて,iee
きもち,ioi
きもの,ioo
きゃ,ia
きゃしゃな,iaiaa
きや,ia
きゅうくつで,iuuuue
きゅうくつな,iuuuua
きゅうに,iuui
きゅん,iun
きよ,io
きら,ia
きらい,iai
きらきら,iaia
きらし,iai
きらして,iaie
きらす,iau
きらびやかな,iaiaaa
きらめいて,iaeie
きらめき,iaei
きらめく,iaeu
きらり,iai
きり,ii
きり立ち,iiai
きり開き,iiiai
きる,iu
きれ,ie
きれい,iei
きれいごと,ieioo
きれいだ,ieia
きれいだった,ieiaa
きれいで,ieie
きれいな,ieia
きれいに,ieii
きれい事,ieioo
きれた,iea
きれて,iee
きれば,iea
きれる,ieu
きろ,io
ぎ,i
ぎくしゃく,iuiau
ぎこちない,ioiai
ぎこちなかった,ioiaaa
ぎこちなく,ioiau
ぎこちなくて,ioiaue
ぎちぎち,iiii
ぎてぃ,iei
ぎゅっと,iuo
ぎりぎり,iiii
ぎりぎりで,iiiie
ぎれ,ie
く,u
くい,ui
くいしばった,uiiaa
くいしばって,uiiae
くいしばり,uiiai
くう,uu
くぎづけ,uiue
くぎる,uiu
くく,uu
くくりつけた,uuiuea
くぐった,uua
くぐって,uue
くぐり,uui
くぐる,uuu
くぐれば,uuea
くさ,ua
くさい,uai
くさったり,uaai
くさって,uae
くさび,uai
くさり,uai
くし,ui
くしゃくしゃ,uiauia
くしゃくしゃな,uiauiaa
くしゃくしゃに,uiauiai
くしゃくしゃの,uiauiao
くしゃみ,uiai
くじ,ui
くじいて,uiie
くじけ,uie
くじけた,uiea
くじけて,uiee
くじら,uia
くすぐったい,uuuai
くすぐり,uuui
くすぐる,uuuu
くすぶって,uuue
