artist	title	text
湘南乃風	旅の途中...	今、俺等の前にある一本の道 その先に何があるか見届けようぜ!<BR><BR>※歩いて行こうぜどこまでも 止まらない止まれない<BR>未来を追いかけて 一歩踏み出して<BR>歩いて行こうぜどこまでも 泣いたり笑ったり怒ったり<BR>風に吹かれて※<BR><BR>いつも見慣れた壁の落書き 俺をカギの頃から見てた<BR>チャリンコですり抜けた街並 俺の成長とともに変わり<BR>今じゃちょっとは大人になりきれないけど言葉に<BR>想いつめ込み吐き出し 湘南に錦飾る為に<BR><BR>(※くり返し)<BR><BR>夏の夜の匂い嗅ぐと思い出すよ 提灯の明かり消えた祭りのあと<BR>『将来金持ちになってデケェ事やろうぜ なんて言ってたよな<BR>あの頃何も考えて無かったけど楽しかったな』<BR>一晩中熱く語るツレに学ぶ それに勝るものなど無く<BR>共に踏み出す 別々の道へ 心一つにして<BR><BR>(※くり返し)<BR><BR>人生という名の旅の途中で 夢のかけらを集める夢中で<BR>疲れた時は海の家で昼寝 酒でも飲んで充電<BR>いつかは家族で宇宙遊泳 それを生中継世界中へ<BR>気付けば中年酔っぱらって揺れる終電 あっという間の80年<BR><BR>夢追えよ 流れる時代は止まんないぜ<BR>夢追えよ 未来の自分に誇れるように<BR>夢追えよ 流れる時代に染まんないで<BR>夢追えよ まだまだこれからだ だから<BR><BR>(※くり返し)<BR><BR>これが始まり 旅の合間に 自分の味だし<BR>そこにこそ本当の価値があり<BR>
湘南乃風	挑戦状 feat.TERASEE from INFINITY 16	湘南から横浜経由で全国47都道府県の同士達に告ぐ<BR>ダントツの結束力で革命起こそうぜ!<BR>ぶっちぎりに上昇してぇ奴から行くぞ!!!<BR><BR>フロア狭しと駆け抜け Boogie down いつでも準備万端だ 飛び跳ねろ<BR>ついて来れる奴だけ Hear mi now 見つけろ夢見るのに早いも遅いも無いだろ<BR>あの日出会ったお前とレゲエ あの眼差し 志はでけぇ<BR>諦めずに Inst に言葉を乗せて燃え尽きるまでさぁ飛び跳ねろ<BR><BR>※Everybody jump 選ばれたツレ 今だ 飛び上がれ<BR>狂喜乱舞 まだ終わりたくねぇなら<BR>Everybody jump 描かれた夢 決して諦めねぇ<BR>狂喜乱舞 ダチ共に前へ※<BR><BR>決めたなら止まんな Don&#039;t give up だ どうしたって降参なんて言葉<BR>もうどっか行っちまった 一度は吐いたタンカならば頑張らんか<BR>Top ranker が歌う賛歌 文句あっかっていつだっただろうか<BR>いつも腕まくって共に夢語ってやっと見つかった物<BR>『いつか売れまくってやろう』と言ってただろう?<BR><BR>よっしゃ、叩き付けてやるよ俺らの挑戦状 言ってただろ<BR>栄光掴むためならイバラの道も裸足で結構<BR>一緒に味わおうでかい感動をって あの日吐いた上等忘れて一体何処?<BR>まだ間に合うからまた肩組み合おう 揺らそうぜ日本列島<BR>お前が鬼なら俺は金棒 そろそろ出番だ用意しろ<BR>相棒の才能 今開放しレゲエで健康 絶好調なら<BR>てっぺん獲るまで鉄拳振り上げ飛び跳ねろ!<BR><BR>(※くり返し)<BR><BR>ひたすらに弾め 大地揺らす鼓動 イタズラに過ぎる時は止まらぬもの<BR>ひたすらに進め 次から次へと イタズラに過ぎる時は止まらぬもの<BR><BR>全て届ける脳天 ぶち抜くメッセージ あの日と同じように<BR>止まらぬ時間は絶えずお前らを惑わしまた焦らすように<BR>でも己しかこれでしか作れぬオリジナルストーリー<BR>これからだって踊り歌って飛びやがれって (Jump...)<BR><BR>(※くり返し)<BR>
湘南乃風	ちくしょー☆ばいみー	町一番の負けず嫌いで<BR>でも何処かいつも泣き虫で<BR>家族と仲間の事で悪口言われると怒って<BR>「俺 絶ってぇ 諦めねぇ」<BR>熱くなって言うの 口癖<BR>昔 口だけの男って仲間に言われた事を根に持って<BR><BR>チクショー… 自分だけには負けたくねぇ<BR>チクショー… 誰かに勝ちてぇわけでもねぇ<BR>チクショー By Me<BR><BR>空に向かい煙突が並んで<BR>町に汚ねぇ煙 吐き出して<BR>夕暮れを知らせるサイレン<BR>煙の奥の空を見たんだ<BR>このまま工場で働いて<BR>おんなじ事の繰り返しで<BR>一生終わりたくねぇ<BR>ビシッと勇気を出せ<BR><BR>チクショー… ここで終わらねぇ この町で<BR>チクショー… ここで終わりたくねぇ マジで<BR>チクショー By Me<BR><BR>今はまだ桜のつぼみ<BR>気持ちだけは咲いてるつもり<BR>ヴァイブスだけが俺の強み<BR>自分の花咲かせろ<BR>卒業した 俺は旅に<BR>生まれた町を離れ一人<BR>空を見上げて歌う君に<BR>心はあの頃のまま<BR><BR>Stand By Me<BR><BR>出発の前夜 書く手紙<BR>言葉に出来ずに殴り書き<BR>涙で滲んだ親の文字<BR>迷惑ばかりかけてきたし<BR>他の奴より遠回り<BR>誰も知らない街で一人<BR>始めよう 自分だけの Story<BR><BR>今はまだ桜のつぼみ<BR>気持ちだけは咲いてるつもり<BR>ヴァイブスだけが俺の強み<BR>自分の花咲かせろ<BR>卒業した 俺は旅に<BR>生まれた町を離れ一人<BR>空を見上げて歌う君に<BR>心はあの頃のまま<BR><BR>都会の空気を吸う度に<BR>咽てしまうんだよ 未だに<BR>都会の空気を吸う度に<BR>夢も見てしまうよ 新たに<BR>卒業したはずなのに<BR>故郷の話をしてばかり<BR>卒業したはずなのに<BR>心はあの時のまま<BR><BR>Stand By Me<BR>
湘南乃風	次へ	Krazy show time<BR>Krazy show time<BR><BR>※次々と次へ次へ 次から次へまた次へ<BR>次々と次へ次へ 次の次の次へ<BR>次々と次へ次へ 次から次へまた次へ ド派手にドアけやぶり※<BR><BR>in da club さすらうハスラー 授かったダミ声震わすさ<BR>踊らすまずは あたり構わずだ 町から町を席巻<BR>レペゼン湘南ロコロコ ゴロゴロいるワルども<BR>登場 Rock する Big show time<BR><BR>(※くり返し)<BR><BR>今宵も branbran new set up でキメるしめるくつひも<BR>Timberland ふみ込む underground 居心地いい<BR>不良のあそび場 ミーハー 理解不能 Street の<BR>人々のこだわりは Come on Real なエリア<BR><BR>show time 風穴だらけだぜそこのパチモン<BR>Krazy show time ごちゃまぜまぜだぜ<BR>Krazy show time Yo 風穴だらけだぜそこのパチモン<BR>Krazy show time ごちゃまぜまぜだぜ<BR><BR>パーティはまだ始まったばっかり 気に入らねぇヤツは斬るぜバッサリ<BR>ステージ観てみりゃやっぱガッカリ イケてるとの評判はハッタリ<BR>うわさはうわさ すぐうのみ それじゃダメだぜ You know mean?<BR>オレはテメエの目で見たもんだけを信じて行くぜ<BR><BR>(※くり返し)<BR>
湘南乃風	渡ジャマします	南の島ジャマイカ誰よりも憧れて<BR>何も分からないまま明日旅立つ 僅かな金握りしめ<BR>キングストンオーチョリス モンティゴベイラガが... <BR>ラガマフィンビートに乗って<BR>キラマンジャロ ストーンラブ オデッセイ毎日Dance<BR>気付くと踊りだす陽気のせい 真っ赤な太陽 常夏のメッセージ<BR>気楽だろ スローライフこれって喰らった...<BR>ジャマイカ修行にGo 成田マイアミからキングストン <BR>バイトして貯めた汗の結晶<BR>ガイド無しでゲトーに住んで勝負 最初はまずケンカットへ<BR>朝まで固まってラバダブ 集まったPeeterMan Kenty Gross<BR>熱くなってきたダブビジネス 3ｹ月後に合流した ShockEye<BR>同じほったて小屋に住む 文無しのツレ<BR>あっちもこっちも煙香り立つHigh Grade<BR>にっちもさっちもいかぬ生活 かじるコーンブレッド <BR>クーラー無しの暮らし 日増しにめげそうでも<BR>悲しい話ばかりじゃなし(Follow me now man)<BR>楽しい旅にはまりっぱなし<BR>(Follow me now man)魂 揺らして新しい気持ちで <BR>掴んだ生きた証<BR>キングストンオーチョリス モンティゴベイラガが... <BR>ラガマフィンビートに乗って<BR>キラマンジャロ ストーンラブ オデッセイ毎日Dance<BR>気付くと踊りだす陽気のせい 真っ赤な太陽 常夏のメッセージ<BR>気楽だろ スローライフこれって喰らった...<BR>満天の星の下 乗り込みな ボロ車 飛ばして向かうは<BR>本場ジャマイカのビッグダンス<BR>「遠いなー」と言いながら ど田舎小ちゃい島 俺が運転手<BR>いよいよ渋滞が始まった 両サイドにはベンダー <BR>近付く現場 響くベースラインが<BR>路駐かまし飛び出た 人ごみかき分けエンター <BR>まちに待ってたこの瞬間<BR>スゲェーヤベェー何これ 誰あれ マジ俺 喰らったぜ山ん中 <BR>原っぱでデケェースピーカー<BR>一杯積み上げ(まさに)世界の何万何千人が <BR>首ったけになったキッカケ「本物レゲエ」今そこに居るぜ<BR>花火打ち上げ歓声 歌詞なんて 大してわかんねぇけど <BR>何故か涙が止まんねぇ<BR>地球の裏側で見失いかけた夢 もう何も疑わねぇ <BR>だってすぐ目の前には<BR>憧れのスター Bounty Beenie BujuBanton見てたちまち俺 <BR>夢中になった<BR>(Downtown Gangsta)コンチ金取るギャングに <BR>ナイフライフルで脅され驚いた<BR>(追いかけた明日)本気に生きる意味を教えてくれたジャマイカ<BR>We love...「いかにも!!」帰ってくるぜ<BR>キングストンオーチョリス モンティゴベイラガが... <BR>ラガマフィンビートに乗って<BR>キラマンジャロ ストーンラブ オデッセイ毎日Dance<BR>気付くと踊りだす陽気のせい 真っ赤な太陽 常夏のメッセージ<BR>気楽だろ スローライフこれって喰らった...<BR>南の島ジャマイカ誰よりも憧れて<BR>何も分からないまま明日旅立つ 僅かな金握りしめ<BR>未来の俺たちは 誰よりも輝いてると<BR>見栄張り突っ張った 修行時代が一途な絆をくれた
湘南乃風	親友よ	未来は誰のものでも無い　一人一人が神から与えられた<BR>ただ　今居る場所からじゃ　何も見えなかった<BR>追いかけて…　追いかけても<BR>届かない　お前の背中<BR>悔しくて…　悔しくて<BR>旅立とうと決めたんだ<BR><BR>※負けるな　Tomorrow<BR>待ってろ　Tomorrow<BR>未だ見ぬ　Tomorrow<BR>ビビッちまうぐらいに輝いてやる　Tomorrow※<BR><BR>ゆっくりと思い返す日々　今と同じ青空　春模様<BR>噛み付く様なその目つき　初めての出会いは最低だった<BR>殴りあった近所の空き地　やられたぜ　ボコボコになるほど<BR>今も残る淡い傷跡　解り合うのに言葉などいらないだろう<BR>ひたすらあいつの背中だけ　追いかけても<BR>どうしていつも　俺には明日が見えないんだろう<BR>気付いた　誰かの様に演じて生きてみても<BR>この不安な心が　晴れる事など無いのかも<BR><BR>火傷するぐらい熱ぃ　人生選んだんだろう<BR>悩んだり学んだり　人は立ち上がんだろう<BR>だけど　ズル賢い大人が増えてくんだろう<BR>はみ出し者達　目覚めろ　やってみなきゃ分かんねぇだろう<BR><BR>(※くり返し)<BR><BR>初(は)なからあん時　ああしとけば良かったんだなんて<BR>ダラダラ言ってるような　ダセェ真似したくねぇ<BR>周りに甘えてばっかの　自分が不安で<BR>知らないどっかの街で　俺だけの明日掴むぜ<BR>たわいもない会話　大体は女・パチンコ・喧嘩・単車<BR>どんなイライラも無問題　マジでダチンコ　めっちゃ感謝<BR>それでも行くんだ　止めても行くんだ<BR>俺でもやれば出来るって所　見せつけてやんだ<BR><BR>別れを繰り返し　でっかくなってくんだろう<BR>勝ち負けで悔し泣き　そして優しくなるんだろう<BR>いつだってやり直し　生きてれば出来るもの<BR>授かった命　羽ばたけ　ゼロからのスタート<BR>しっかりしろ！！！<BR><BR>(※くり返し)<BR><BR>遠く遠く　離れてゆく景色<BR>涙に滲む　大好きな街並み<BR>いつかは　俺だけの何かを手にし<BR>モノクロの夢　カラフルに染めたい<BR>アダムとイヴ　神様からの　Destiny<BR>絶対につかないぜ　膝とため息<BR>いつかは俺だけの光を手にし　照らしてやる<BR>ビビッちまうぐらい輝く　Tomorrow<BR><BR>明日がある　明日がある　旅立つ春　桜が舞う<BR>明日がある　明日がある　誰だって　俺だって<BR>明日がある　明日がある　諦めたくねぇ　愛がある<BR>間違いなく　仲間がいる　繋がってる…<BR><BR>(※くり返し)<BR><BR>負けるな　親友(とも)よ<BR>待ってろ　親友よ<BR>未だ見ぬ　親友よ<BR>ビビッちまうぐらいに輝いてやれ　親友よ<BR>
湘南乃風	晴伝説	※数多くの自由を願い 数多くの不自由と闘い<BR>家族と親友と共に<BR>遠くの何かを狙い 届くと信じてやまない<BR>不器用なロケット花火のように<BR>がむしゃらに飛べ 真っすぐに※<BR><BR>△あの空へ あの空で<BR>負けんじゃねぇ 泣くんじゃねぇ<BR>俺が俺であるため<BR>自分の空へ 自由の側へ<BR>飛べ最後に笑えるように△<BR><BR>(ラップ)もう全く 意味不明 意味不明 (なんで)<BR>皮肉で 君暗れぇ (なぜなら)<BR>日々GREYな規律で 縛られしばらくは空見てたんだ<BR>ひねくれた ミテクレ (だけど)<BR>見てくれ 見ててくれ<BR>いびつでも 一途で 1、2、3<BR>そうお前らが所詮足掻いた所で届かぬ夢さ 高い壁<BR>それよりも地味に地道にセカセカ汗かかなきゃ駄目<BR>だから働けだなんてウルせぇ<BR>なんで認めてくれねーんだ一度も<BR>俺の人生だろうがたった一度の<BR>グッとこらえて涙でにじんだ<BR><BR>(△くり返し)<BR><BR>(ラップ)無理 無理 無理 無理くり縛り付けんな<BR>見透かされたのが不自由だと苦しみ普通に生きれずに<BR>ギリギリにビリビリ走る緊張感 それを力に変え<BR>一から行くが生き方<BR>胸に響かない日々じゃ意味が無い 向う栄光の彼方<BR>挑んじまう向こう見ずな性格<BR>きどってる奴らに指立てて(歌う)<BR>かつては恩師殴る恩知らずも今はもう違う<BR>(どう違う!) もう本気だ!<BR>窮屈な教室ならば今日からはおさらば<BR>教科書にねぇ 俺の大事なもの見つけたんだ<BR><BR>(ラップ)雨の後希望の橋が 風と共に一人走った<BR>晴れと信じ昨日の明日 生きる喜びを晴れて知った<BR>飛び出せ外へもう寝てらんない あまりの暑さ我慢の限界<BR>汗と恥かけもう関係ない VIBES VIBES VIBES<BR><BR>(△2回くり返し)<BR>(※くり返し)<BR>
湘南乃風	ハピバ	Happy Birthday<BR>端から端 はじけろ死ぬ気で<BR>Happy Birthday<BR><BR>Are You Ready?<BR>たちまち火事場になれEverybody<BR>貸し借りなし 俺達ダチだし<BR>愛だぜ マジ間違いなし 確かに<BR>Super Crazy Party Party<BR><BR>宴の始まり まり Let&#039;s Begin<BR>皆集まり まりなよ お好きに<BR>恥じらい事脱ぎ捨てJust Gime Me The Light<BR>フロアを舞う超美人なGyal<BR>Yes Many Many Enjoyment<BR>雰囲気良すぎなこのテンションセンス<BR>祝いにはつき物 つまりは&quot;Love&quot;<BR>&quot;お&quot;から&quot;め&quot;から&quot;で&quot;から&quot;と&quot;から&quot;う&quot;から言うぜ<BR>お 終わらないぜ<BR>め めでてぇじゃんか<BR>で 電車もねぇし<BR>と う!!<BR>お お忘れなく<BR>か 家族仲間<BR>げ 様様でHappy Birthday<BR><BR>ハピバ さぁみんな集まれまれ<BR>騒ぎ明かそう あっぱれぱれ<BR>ハピバ 熱気ムンムンで上がれ<BR>誰 彼 朝まで騒げ 輪になれ<BR>It&#039;s A Party!!(Party!!)<BR>Get Down Break Silence!!(Silence!!)<BR>Let&#039;s Move Your Body!!(Body!!)<BR>世界一のバカになれ!!<BR><BR>世界で1ちゃんヤバいのいっちゃう?<BR>テキーラ ジョッキ それともピッチャー?<BR>ドンちゃん騒ぎでシャンパン<BR>周りの兄ちゃんも姉ちゃんも参加<BR>着火 着火 ろうそくに着火<BR>主役が登場 鳴らせクラッカー<BR>ビンでビンで ラッパラッパ<BR>酔っぱらったら パッパラッパー<BR>フラフラしてきても恨むな<BR>グラスがお前のキスを待ってるぜ!!<BR>ハメはずせ 風まかせ<BR>プレゼント渡すぜHappy Birthday!<BR><BR>ハピバ さぁみんな集まれまれ<BR>騒ぎ明かそう あっぱれぱれ<BR>ハピバ 熱気ムンムンで上がれ<BR>誰 彼 朝まで騒げ 輪になれ<BR>It&#039;s A Party!!(Party!!)<BR>Get Down Break Silence!!(Silence!!)<BR>Let&#039;s Move Your Body!!(Body!!)<BR>世界一のバカになれ!!<BR><BR>ハピバ ハピバ(わっしょい) Oh Oh Oh Oh<BR>Lucky Guy Lucky Girl Oh Yeah!<BR>ハピバ ハピバ(わっしょい) Oh Oh Oh Oh<BR>盛り上がりは段違い これ湘南流<BR>午前0時を飛び越え<BR>ありえないぜ マジこんな光景<BR>祝いのうたを歌おうぜ<BR>Ok? Oh Yeah! お前がOkならOk!<BR><BR>お前らと共に歳を重ねてきた<BR>一人じゃ解決出来ねぇ悲しい別れもあった<BR>いつも傍にいてくれたな 仲間<BR>シラフじゃ言えねぇから<BR>なんかあったら「一杯行こう」が合言葉<BR>グラスを重ねる乾杯が好きなんだ<BR>これからも人生共に重ねながら<BR>ほろ酔い気分で明日も歩こうな<BR><BR>ハピバ さぁみんな集まれまれ<BR>騒ぎ明かそう あっぱれぱれ<BR>ハピバ 熱気ムンムンで上がれ<BR>誰 彼 朝まで騒げ 輪になれ<BR>It&#039;s A Party!!(Party!!)<BR>Get Down Break Silence!!(Silence!!)<BR>Let&#039;s Move Your Body!!(Body!!)<BR>世界一のバカになれ!!<BR><BR>Happy Birthday<BR>端から端 はじけろ死ぬ気で<BR>Happy Birthday<BR>Are You Ready?<BR>
湘南乃風	晴ル矢	ハレルヤ… ハレルヤ…<BR>湘南乃風 吹けば Rise Again<BR>ハレハレハレハレルヤ!<BR><BR>今日が雨でも明日はハレルヤ<BR>両手広げて神様 By My Side<BR>青い空 常夏の真っ只中<BR>ビゴップ サンシャイン プチョヘンザ!<BR>何はともあれ明日もハレルヤ<BR>心置きなく飛び込め To The Sky<BR>青い海 灼熱の真っ赤な Summer<BR>ヤーマン 湘南 オーシャン いいじゃん<BR>兄ちゃん 姉ちゃん プチョヘンザ!<BR><BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR><BR>あっちゅーまヒートアップ来たアチアチなビーナス<BR>(フィーバー!)<BR>真夏の君が好きな海が生み出すフリーダム<BR>(フィーバー!)<BR>Buon Giorno Hello ニーハオ Hola ■■■■■■<BR>武器捨て カーステ鳴らして コンニチハ<BR>(フィーバー!)<BR>ハレルヤ カンカンデリデリ 太陽デレデレ<BR>お肌また真っ赤っか<BR>汗ダラダラ 喉カラカラ 心臓バクバクなっちゃった<BR>先行きハッピー さっき逢った君キラキラ<BR>始まるサマラバ 開店ガラガラ<BR>わっはっは わっはっは<BR><BR>激熱 超熟モードで もう君にハマりまくり中<BR>既読スルー 普通スル?<BR>波にまみれる 涙流れ Blue<BR>でも いっちょ行くぞ オーーーー!!<BR><BR>今日が雨でも明日はハレルヤ<BR>両手広げて神様 By My Side<BR>青い空 常夏の真っ只中<BR>ビゴップ サンシャイン プチョヘンザ!<BR>何はともあれ明日もハレルヤ<BR>心置きなく飛び込め To The Sky<BR>青い海 灼熱の真っ赤な Summer<BR>ヤーマン 湘南 オーシャン いいじゃん<BR>兄ちゃん 姉ちゃん プチョヘンザ!<BR><BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR><BR>AA AAA エーッてビックリする眩しい女神<BR>ハレルヤ 全開!!<BR>真夏の秘密の蜜の味<BR>ビキニライン 焼けたスキン<BR>Deepに E娘と E事したい<BR>ヤレル? ヤレない?<BR>HとI に燃える熱帯夜<BR><BR>ランデブー バッチグー<BR>花火 Love2 濡れたクチビル<BR>見つめる キスする?<BR>腰振る Ban Ban 晩 ビビデバビデブー<BR><BR>真夏の秘密へ続く階段<BR>裸になった心は大胆<BR>星が見つめる しばしの間<BR>この場は俺と君との Island<BR>波に輝く 夏のフォトグラフ<BR>想い出と共に香るココナッツ<BR>スライドショー流れるこの歌<BR>ハレハレハレハレルヤ<BR><BR>今日が雨なら明日も雨って<BR>そんな曇った心に Bye-Bye-Bye<BR>青い空 光る君に逢えた Summer<BR>南から風 ギラつく熱帯夜<BR>ところ構わず踊りだせ Don&#039;t Be Shy<BR>ビゴップ サンシャイン プチョヘンザ!<BR><BR>俺たちのシーズン到来 そりゃ気分爽快<BR>激熱の Bashment Feeling So High<BR>やりたい放題だっていいんじゃない<BR>一世一代 It&#039;s Show Time<BR>さあ皆歌え 神も踊る<BR>夏を告げるこの歌『晴ル矢』<BR><BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>絶対… ハレルヤ!!<BR>
湘南乃風	バブル	パンピー野郎が Saturday Night<BR>ランバダ踊っちゃってダサくない？<BR>人に媚びんのも好きじゃない<BR>俺はこの街仕切る愚連隊<BR>ゴクミに似た極上の GAL<BR>ディスコの　VIPで　はべらかす<BR>群がる芸能人達の横顔を札束でひっぱたく<BR><BR>ボディコンを舐める Dandy<BR>シャンパンの雨降る晩に<BR>世界はまるで Candy<BR>甘い蜜の味<BR><BR>Oh Oh Oh　歌舞伎者たちの Party Night<BR>Oh Oh Oh　くだらねぇイメージ(明治)と<BR>対照(大正)的な Show は(昭和)<BR>Oh Oh Oh　歯車狂ったこの時代<BR>Oh Oh Oh　平静(平成)装うことなく Ride On<BR>毎夜…　ワッショイ！！<BR><BR>また大枚はたいて騒いでは<BR>味も分からず　酔いにまかせた<BR>千鳥足の銀座は　誰もが競った No.1<BR>金で買えるのさ　愛でも何でも<BR>下品な笑い声が　かつての“素朴な僕“ の<BR>奥の奥を「どうするの？」とノックする<BR>このままでいいのか？<BR>ブクブクと太った欲望が真っ直ぐな心をひん曲げる<BR>シクシク泣いてるティンカーベル<BR>あの日夢見たのは　高層ビルから見下ろした<BR>こんな景色なんかじゃない<BR>けど　思い出せない<BR><BR>景気は甘くて Danger<BR>群がるアリたちには Delicious<BR>日本が世界制覇<BR>金で買った平和<BR><BR>Oh Oh Oh　歌舞伎者たちの Party Night<BR>Oh Oh Oh　くだらねぇイメージ(明治)と<BR>対照(大正)的な Show は(昭和)<BR>Oh Oh Oh　歯車狂ったこの時代<BR>Oh Oh Oh　平静(平成)装うことなく Ride On<BR>毎夜…　ワッショイ！！<BR><BR>まやかしの夜　欲が滴る<BR>触れてはならぬ　悪魔の果実<BR>泡にまみれた　泡沫の夢<BR>弾けて見えた　時代何処へ<BR><BR>まだこれからさ　俺らの Party<BR>決して誰にも真似できない<BR>生き様で　ド派手に Dancing<BR>後悔だけはしたくない<BR>道なき道を切り拓き<BR>俺だけの答え　この手に<BR>龍が如く夜空を舞い<BR>誇りをかけ　叫べ　未来に<BR>ワッショイ！！<BR><BR>Oh Oh Oh　歌舞伎者たちの Party Night<BR>Oh Oh Oh　くだらねぇイメージ(明治)と<BR>対照(大正)的な Show は(昭和)<BR>Oh Oh Oh　歯車狂ったこの時代<BR>Oh Oh Oh　平静(平成)装うことなく Ride On<BR>毎夜…　ワッショイ！！<BR><BR>Oh Oh Oh…<BR>毎夜…　ワッショイ！！<BR><BR>Oh Oh Oh…<BR>
湘南乃風	パズル	お前の心の声を聞かせてくれ<BR>届かせてくれ天よりも高く<BR>その心の声を聞かせてくれ<BR>叫べ　自分をさらけ出せ Enjoy<BR><BR>まだ見ぬ未来　探せ　お前だけの Answer<BR>この飛び散った感情の破片<BR>眩い未来　誰も知らないその答えは<BR>このパズルみたいなハート砕ける前に<BR>描くのさ　真実を今 From ゼロ<BR><BR>何でなんだ？<BR>生まれて死ぬまでの間<BR>計算してるプラスマイナス<BR>何故か流れた涙<BR>自分の気持ち騙せないんだ<BR>誰もが羨むような<BR>壮大なパズル創ることが<BR>答えと信じた<BR>昨日までの俺はもう居ない<BR><BR>無数のピース囲みながら<BR>日が暮れても組み立ててた<BR>結局その絵を見ることよりも<BR>大切なのは　がむしゃらな日々<BR><BR>まだ見ぬ未来　探せ　お前だけの Answer<BR>この飛び散った感情の破片<BR>眩い未来　誰も知らないその答えは<BR>このパズルみたいなハート砕ける前に<BR>描くのさ　真実を今 From ゼロ<BR><BR>こんなはずじゃなかった<BR>俺の歩んできたキャリアは<BR>人目ばかり気にしてた<BR>まずは自分を否定して<BR>バラバラにぶち壊してやる<BR><BR>決められたフレームの中でも<BR>組み合わせ次第で変わる<BR>誰もが認める完成図よりも<BR>お前だけの景色を描け<BR><BR>まだ見ぬ未来　探せ　お前だけの Answer<BR>この飛び散った感情の破片<BR>眩い未来　誰も知らないその答えは<BR>このパズルみたいなハート砕ける前に<BR>描くのさ　真実を今 From ゼロ<BR><BR>人生楽しいか？<BR>出来の悪いパズルでも<BR>まだ自分を許してないのか？<BR>誰も知らないだろ？答えは<BR>喜怒哀楽のカケラがあって<BR>重ねればそれが地図になって<BR>まだ未完成　だけど光って<BR>明日を照らすんだ<BR><BR>お前の心の声を聞かせてくれ<BR>届かせてくれ天よりも高く<BR>その心の声を聞かせてくれ<BR>叫べ　自分をさらけ出せ Enjoy<BR><BR>お前に心の声を届けたい<BR>無理だと分かっているけど止められない<BR>この心の声を届けたい<BR>叫べ　自分をさらけ出せ Enjoy<BR><BR>まだ見ぬ未来　探せ　お前だけの Answer<BR>この飛び散った感情の破片<BR>眩い未来　誰も知らないその答えは<BR>このパズルみたいなハート砕ける前に<BR>描くのさ　真実を今 From ゼロ<BR>
湘南乃風	ヒーローベルト	Good Morning Morning 起きて<BR>昨日の夢の続きを<BR>Good Morning 君の出番さ<BR>You Are My Hero My Only Hero<BR><BR>やっと買ってもらったヒーローベルト<BR>なんか 誇らしげな表情で<BR>ブカブカでもお構いなしで<BR>ガシャガシャ走り回ってる<BR>あたりキョロキョロ見渡してみては<BR>悪い奴はどこ? 小さなヒーロー<BR>パパ見つければ戦闘モード<BR>演じ切れるか 悪の大魔王<BR>「ママをいじめるやつは誰だ」<BR>真面目な顔 カッコよく構えた<BR>世界を守る正義の味方に今<BR>さあ変身だ<BR><BR>助けに行こう ウルトラダッシュで<BR>大切な人を 優しい心で<BR>めげず何度でも そのメガトンパンチで<BR>立ち向かえ 君はスーパーヒーロー<BR><BR>お手伝いありがとね<BR>いつも本当助かるわ<BR>誰かのためになったと<BR>とても得意げなかわいい素顔<BR>映画みたいに空は飛べないけど<BR>いつもダッシュで 駆けつけてくれる<BR>車は持ち上げられないけれど<BR>ママの荷物背負って歩いてる<BR>意地悪 嘘つきにはパンチ<BR>弱いものいじめにはキック<BR>微笑ましいくらい真っ直ぐな<BR>みんなのヒーロー<BR><BR>助けに行こう ウルトラダッシュで<BR>大切な人を 優しい心で<BR>めげず何度でも そのメガトンパンチで<BR>立ち向かえ 君はスーパーヒーロー<BR><BR>Calling Calling 君をいつか<BR>必要とする人がいる<BR>&quot;愛&quot;って気持ち 知ったら<BR>きっと強く もっと強く<BR><BR>理想通りのヒーローなんているのかな<BR>大人の世界が君をあきらめさせてく<BR>無敵のベルトもただのオモチャに見える<BR>そんな日が来ても 負けないで<BR><BR>助けに行こう 無我夢中に走って<BR>大切な人を カッコ悪くたって<BR>めげず何度でも ちっぽけな拳で<BR>立ち向かえ<BR><BR>助けに行こう ウルトラダッシュで<BR>大切な人を 優しい心で<BR>めげず何度でも そのメガトンパンチで<BR>立ち向かえ 君はスーパーヒーロー<BR>
湘南乃風	武乱入	oh oh oh…<BR><BR>よっしゃっ!<BR>湘南乃風登場<BR>暴動抗争マジ上等<BR>どんな状況でも特攻<BR>速攻 Lock On<BR><BR>なんぼでも暴れんぞ<BR>134%<BR>会場全員の感情の声出せよ<BR><BR>oh oh oh… 
